title	url	form_number	description
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
M4 NE Déclaration de radiation ou de cessation d'activité des entités de droit privé ne relevant pas des formalités d'entreprises (Formulaire 16279*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64048	16279*01	""
Demande d'allocation de maternité pour les pensionnés résidents en Nouvelle-Calédonie (Formulaire 16265*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64130	16265*01	""
Demande d’allocation familiale pour les pensionnés résidents en Nouvelle-Calédonie (Formulaire 16259*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64131	16259*01	""
Demande d'une allocation maternité pour les pensionnés résidents en Polynésie française (Formulaire 16257*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64132	16257*01	""
Demande d'un accompagnement social par Action logement	https://www.service-public.gouv.fr/particuliers/vosdroits/R62521		""
Demande d'allocation spéciale aux enfants handicapés pour les pensionnés résidents en Polynésie française (Formulaire 16262*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64137	16262*01	""
Demande d'allocation versée en cas de décès de l'enfant - 16 / 25 ans (Caf)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62552		""
Demande de prime à la naissance pour les pensionnés résidents à Wallis et Futuna (Formulaire 16263*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64138	16263*01	""
Demande de changement de nom de famille (Formulaire 16229*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62576	16229*03	""
Demande d'allocation familiale pour les pensionnés résidents en Polynésie Française (Formulaire 16260*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64139	16260*01	""
Demande d'accord préalable de transport - prescription médicale de transport (Formulaire 11575*07)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62614	11575*07	""
Demande d'allocation prénatale pour les pensionnés résidents en Nouvelle-Calédonie (Formulaire 16264*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64140	16264*01	""
Demande d'entente préalable pour un traitement d'assistance respiratoire de longue durée à domicile	https://www.service-public.gouv.fr/particuliers/vosdroits/R62615		""
Demande d'allocation familiale pour les pensionnés résidents à Wallis et Futuna (Formulaire 16261*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64141	16261*01	""
Demande d'une allocation prénatale pour les pensionnés résidents en Polynésie française (Formulaire 16258*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64142	16258*01	""
Demande de droit au compte de dépôt (personne physique)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62631		""
Désignation du vétérinaire sanitaire par le responsable du centre de rassemblement temporaire ou permanent d'animaux ou de la manifestation (Formulaire 15881*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64321	15881*01	""
Obtenir un rescrit en matière d'affichage des prix (Formulaire 15787*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62668	15787*01	""
DICEM - Déclaration et identification de certains engins motorisés : quad, mini moto, dirt bike, moto-cross… - Déclaration d’un changement : coordonnées, état civil d'une personne physique et/ou informations d'une personne morale (Formulaire 16230*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62679	16230*03	""
Demander un permis de transfert d'armes à feu et de munitions vers un pays non européen (Formulaire 14942)	https://www.service-public.gouv.fr/particuliers/vosdroits/R62829	14942	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande de certificat de nationalité française (Formulaire 16237*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63143	16237*02	""
Demande d’aides à l’autonomie à domicile pour les personnes âgées (Formulaire 16301*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64469	16301*01	""
Demande de changement de prénom (Formulaire 16233*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63177	16233*04	""
Demande d'agrément d'une structure d'accueil et d'accompagnement des personnes sous main de justice faisant l'objet d'une mesure de placement à l'extérieur - Procédure accélérée (Formulaire 16217*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64506	16217*01	""
Demande de changement de prénom d'un enfant mineur (Formulaire 16234*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63178	16234*03	""
Demande de réparation prévue à l'article 3 de la loi n°2022-229 du 23 février 2022 (Formulaire 16215*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64507	16215*02	""
Requête au fins de convocation du conseil de famille d'un mineur (Formulaire 16231*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63180	16231*01	""
Demande d'agrément d'une structure d'accueil et d'accompagnement des personnes sous main de justice faisant l'objet d'une mesure de placement à l'extérieur (Formulaire 16214*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64508	16214*01	""
Diagnostic social et financier (Formulaire 16227*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63181	16227*01	""
Recueil de l'accord écrit de l'occupant ou de son représentant légal lors du contrôle dans les locaux, lieux, installations et moyens de transport à usage d'habitation (Formulaire 16210*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64509	16210*01	""
Maladie à déclaration obligatoire - Orthopoxviroses (dont la variole) (Formulaire 12218*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63186	12218*04	""
Demande d'effacement d'un signalement au fichier automatisé des empreintes digitales adressée au président de la chambre de l'instruction (Formulaire 16192*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64518	16192*02	""
Demande d'effacement d'un signalement au fichier automatisé des empreintes digitales adressée au procureur de la République (Formulaire 16191*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64519	16191*02	""
Demande d'aide familiale - Caisse nationale militaire de sécurité sociale (Formulaire 17174*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64520	17174*01	""
Demande d'aide ménagère aux familles - Caisse nationale militaire de sécurité sociale (Formulaire 16173*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64521	16173*01	""
Maladie à déclaration obligatoire Infection à virus West-Nile (ou virus du Nil occidental) (Formulaire 16158*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64526	16158*01	""
Maladie à déclaration obligatoire Infection à virus Tick-Borne Encephalitis (TBE) (Formulaire 16157*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R64527	16157*01	""
Syndicat des copropriétaires : demande de subvention copropriété en difficulté (Anah) (Formulaire 16235*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63304	16235*01	""
MaPrimeRénov' Copropriété : demande de subvention pour travaux de rénovation énergétique (Anah) (Formulaire 16236*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63305	16236*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Déclaration de transfert de résidence hors de France (Formulaire 15717*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63307	15717*01	""
Demande de subvention pour des travaux réalisés dans le cadre du dispositif d'intervention immobilière et foncière (Anah) (Formulaire 16272*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65074	16272*01	""
Vente d'immeuble à rénover (VIR) : demande de subvention pour travaux (Anah) (Formulaire 16270*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65075	16270*01	""
DICEM - Déclaration et identification de certains engins motorisés : quad, mini moto, dirt bike, moto-cross… - Déclaration de vente d'un engin neuf par un vendeur professionnel pour le compte d'un acquéreur (Formulaire 16241*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65154	16241*02	""
Demande de remboursement des frais de transport des stagiaires de la formation professionnelle (Formulaire 13926*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R63942	13926*02	""
Demande de retraite progressive d’un fonctionnaire de l’État ou d’un magistrat (Formulaire 16315*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R66958	16315*01	""
Demande de remboursement du malus CO2 et du malus masse des véhicules de tourisme pour les personnes ayant 3 enfants à charge ou plus - Véhicules immatriculés en 2024 et en 2025	https://www.service-public.gouv.fr/particuliers/vosdroits/R67066		""
Facture de transport Véhicule sanitaire léger (VSL) et ambulance (Formulaire 11163*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65311	11163*03	""
Demande d’autorisation spéciale de travaux en abords de monuments historiques ou dans un site patrimonial remarquable (Formulaire 16291*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65385	16291*01	""
Récépissé de dépôt d’une demande d’autorisation spéciale de travaux en abords de monuments historiques ou dans un site patrimonial remarquable	https://www.service-public.gouv.fr/particuliers/vosdroits/R65507		""
Demande d'allocation journalière de présence parentale (AJPP) - MSA (Formulaire 12666*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R67539	12666*05	""
Maladie à déclaration obligatoire Leptospirose (Formulaire 16292*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65780	16292*01	""
MaPrimeRénov' : attestation d'exclusivité CEE - Rénovation d'ampleur (Anah)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68007		""
Demande d'attribution de l'allocation spéciale aux pensionnés (Formulaire 16294*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R65908	16294*01	""
MaPrimeRénov' : attestation de travaux - Rénovation d'ampleur - devis (Anah)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68091		""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Relevé individuel des temps d'activité prud'homale (Formulaire 13704*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19374	13704*03	""
Déclaration de maladie professionnelle pour les salariés agricoles (Formulaire 10131*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19393	10131*05	""
Déclaration de maladie professionnelle - Exploitant agricole (Formulaire 13661*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19395	13661*04	""
Attestation d'employeur pour la retraite progressive (Formulaire 13362*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R17964	13362*02	""
Demande de pension d'invalidité des salariés agricoles (Formulaire 11980*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19408	11980*03	""
Demande de bourse nationale d'études du second degré (enseignement agricole) (Formulaire 11779*11)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21220	11779*11	""
Demande de pension - Assurance d'invalidité des non-salariés agricoles (Formulaire 11981*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19409	11981*04	""
Demande d'allocation journalière d'accompagnement à domicile d'une personne en fin de vie (Formulaire 14555*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19466	14555*01	""
Propriétaire occupant : plan de financement (Anah) (Formulaire 13460*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21223	13460*03	""
Création d'une association (Formulaire 13973*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19467	13973*04	""
Déclaration de candidature au concours de maître de conférences des universités - praticien hospitalier des centres de soins, d'enseignement et de recherche dentaires (Formulaire 11435*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21234	11435*01	""
Modification d'une association (titre, objet, siège social, adresse de gestion, dissolution) (Formulaire 13972*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19468	13972*03	""
Récépissé de déclaration d'ouverture, de mutation, de translation d'un restaurant ou d'un débit de boissons à consommer sur place ou à emporter (preuve de la licence) (Formulaire 11543*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21288	11543*05	""
Demander l'aide au recouvrement	https://www.service-public.gouv.fr/particuliers/vosdroits/R19507		""
Demander la modification d’une autorisation délivrée en cours de validité ou de régularisation (Formulaire 16700*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21323	16700*01	""
Demande de permis d'aménager (Formulaire 16297*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21378	16297*03	""
Certificat médical d'accouchement pour faire établir un acte d'enfant sans vie (Formulaire 13773*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R19553	13773*02	""
Demande d'indemnisation auprès du FGAO de l'ayant droit (décès de la victime d'accident de la circulation/chasse)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21646		""
Demande de certificat d'urbanisme (Formulaire 13410*12)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1970	13410*12	""
Carnet de pêche à l'anguille (Formulaire 14358*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R21844	14358*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Demande de taux personnalisé et/ou d'acomptes de prélèvement à la source (Formulaire 15944)	https://www.service-public.gouv.fr/particuliers/vosdroits/R66343	15944	""
Propriétaire occupant : demande de paiement d'acompte (Anah) (Formulaire 13467*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68128	13467*02	""
Formulaire de demande d'historique des contrôles Techniques de votre véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R68188		""
Demande d'autorisation de travail au titre des métiers en tension (formulaire)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68232		""
Demande de légalisation internationale	https://www.service-public.gouv.fr/particuliers/vosdroits/R68315		""
Demande de retraite à la suite d’un cumul emploi-retraite	https://www.service-public.gouv.fr/particuliers/vosdroits/R66554		""
Attestation sur l'honneur pour le paiement des indemnités journalières	https://www.service-public.gouv.fr/particuliers/vosdroits/R68581		""
Mon Accompagnateur Rénov' : méthodologie proposée pour l’accompagnement des ménages dans le cadre de l'agrément (Formulaire 17101*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68705	17101*01	""
Mon Accompagnateur Rénov' : système qualité et contrôle interne de la structure candidate à l'agrément (Formulaire 17102*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68706	17102*01	""
Déclaration des plus ou moins-values de cessions d'actifs numériques (Formulaire 16043)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70452	16043	""
Mon Accompagnateur Rénov' : attestation d’engagement de transmission du rapport annuel d'activité (dans le cadre de la demande d'agrément) – Personne morale (Formulaire 17103*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68708	17103*01	""
Mon Accompagnateur Rénov' : attestation d’engagement de transmission du rapport annuel d'activité (dans le cadre de la demande d'agrément) – Personne physique (Formulaire 17104*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68710	17104*01	""
Mon Accompagnateur Rénov' : liste des périmètres d’intervention demandés et des implantations territoriales (demande d'agrément) (Formulaire 17100*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68716	17100*01	""
Requête en adoption simple de l'enfant majeur du conjoint, partenaire ou concubin (Formulaire 17568*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70540	17568*01	""
Mon Accompagnateur Rénov' : attestation d’engagement de suivi du plan de formation complémentaire aux compétences requises et cohérent avec les missions de l'accompagnateur – Personne morale (Formulaire 17105*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68717	17105*01	""
Mon Accompagnateur Rénov' : attestation d’engagement de suivi du plan de formation complémentaire aux compétences requises et cohérent avec les missions de l'accompagnateur – Personne physique (Formulaire 17106*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68719	17106*01	""
Mon Accompagnateur Rénov' : attestation sur l’honneur de non-condamnation et de situation – Personne morale (Formulaire 17107*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68721	17107*01	""
Mon Accompagnateur Rénov' : attestation sur l’honneur de non-condamnation et de situation – Personne physique (Formulaire 17108*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68722	17108*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Mon Accompagnateur Rénov’ : synthèse des pièces justificatives communiquées dans le dossier de demande d’agrément (auditeurs énergétiques, entreprises RGE « offre globale », sociétés de tiers-financement) (Formulaire 17109*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68723	17109*01	""
Mon Accompagnateur Rénov' : récapitulatif de la demande d'agrément comprenant une synthèse des pièces justificatives communiquées dans le dossier de demande d’agrément (Formulaire 17110*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68724	17110*01	""
Mon Accompagnateur Rénov’ : synthèse des pièces justificatives communiquées dans le dossier de demande d’agrément par les collectivités territoriales ou leurs groupements (Formulaire 17111*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68726	17111*01	""
Demande d’inscription sur la liste électorale consulaire : contestation de radiation (recours en méconnaissance de l’article 7 de la loi n°76-97)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68754		""
Demande de reconnaissance de l'état d'invalidité temporaire des fonctionnaires (Formulaire 16950*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68843	16950*01	""
Déclaration d'usage de substances dites « précurseurs de drogues » rentrant dans la composition de drogues (Formulaire 16340*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R68887	16340*01	""
Demande de duplicata d'un permis de chasser suite à un changement d'état civil (hors nom d'usage) (Formulaire 16863*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70792	16863*01	""
Fiva - Demande d'indemnisation par la victime (formulaire)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69013		""
Allocations et prestations familiales - Déclaration de ressources 2022 par courrier (Formulaire 10397*26)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69214	10397*26	""
Aide au logement Déclaration de charges déductibles et pensions alimentaires - Année 2023 (Formulaire 16019*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69300	16019*05	""
Déclaration de ressources - Année 2022 pour la détermination des droits à l'aide au logement (Formulaire 16020*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69302	16020*05	""
Demander la modification d’une autorisation délivrée en cours de validité ou de régularisation (Formulaire 16700*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70975	16700*01	""
Déclaration pour le recalcul de l'aide au logement (Formulaire 16018*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69303	16018*05	""
Annexe aux formulaires de demande d'autorisation d'urbanisme : Références cadastrales complémentaires	https://www.service-public.gouv.fr/particuliers/vosdroits/R70997		""
Déclaration de ressources mensuelles sur 12 mois pour la détermination des droits à l'aide au logement (Formulaire 16021*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69304	16021*05	""
Aide au logement Déclaration de ressources Chiffres d'affaires/recettes sur 12 mois (Formulaire 16023*05)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69305	16023*05	""
Aide au logement Déclaration de ressources Chiffres d'affaires/recettes sur 3 mois (Formulaire 16022*04)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69306	16022*04	""
Demande d'admission au bénéfice des rémunérations pour les bénéficiaires de l'offre de repérage et de remobilisation (Formulaire 17565*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71090	17565*01	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Prêt avance mutation ne portant pas intérêt (également appelé Prêt avance rénovation - PAR +) : formulaire Emprunteur	https://www.service-public.gouv.fr/particuliers/vosdroits/R69735		""
Prêt avance mutation ne portant pas intérêt (également appelé Prêt avance rénovation - PAR +) : formulaire Entreprise (tous travaux sauf travaux améliorant la performance énergétique globale du logement)	https://www.service-public.gouv.fr/particuliers/vosdroits/R69736		""
Prêt avance mutation ne portant pas intérêt (également appelé Prêt avance rénovation - PAR +) : formulaire Entreprise Performance énergétique globale	https://www.service-public.gouv.fr/particuliers/vosdroits/R69825		""
Mon Accompagnateur Rénov’ : Conditions de réalisation de l’ensemble des activités (Formulaire 16446*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70243	16446*01	""
Demande d’agrément d’accueillant familial (Formulaire 17564*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70267	17564*01	""
Annexe « Personne remplaçante » au formulaire de demande d’agrément d’accueillant familial (Formulaire 17564*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R70268	17564*01	""
Formulaire de demande d’accès des personnes nées d’une AMP à l’identité et aux données non identifiantes du tiers donneur	https://www.service-public.gouv.fr/particuliers/vosdroits/R71411		""
Déclaration conjointe de dissolution d'un Pacs (Formulaire 15789*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R73180	15789*03	""
Attestation employeur pour vos régimes de retraite - Retraite progressive	https://www.service-public.gouv.fr/particuliers/vosdroits/R73270		""
Demande de réversion de la pension et de la retraite additionnelle à la suite du décès d’un fonctionnaire de l’État, d’un magistrat ou d’un militaire retraité (Formulaire 11979*12)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71480	11979*12	""
Demande de conciliation par un conciliateur de justice	https://www.service-public.gouv.fr/particuliers/vosdroits/R73714		""
Demande de rente temporaire d'éducation ou de rente viagère pour handicap à la suite du décès en activité d'un agent contractuel de l'État ou d'un ouvrier de l'État (Formulaire 17446*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71720	17446*01	""
Demande de mise à jour des actes de l’état civil à la suite d’un changement de nom autorisé par décret (Formulaire 17585*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R73748	17585*01	""
Déclaration simplifiée d'un dommage corporel causé par un tiers (Formulaire 16341*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71854	16341*01	""
Demande de RSA (Mayotte) (Formulaire 14584*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R931	14584*01	""
Demande de prêt à l'amélioration du lieu d'accueil (PALA) ou prêt à l'amélioration de l'habitat (PAH) pour les assistantes maternelles (Formulaire 14073*02)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71914	14073*02	""
Ordonnance bizone (Formulaire 14465*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R973	14465*01	""
Demande de prêt à l'amélioration de l'habitat (PAH) de la MSA (Formulaire 11382*03)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71916	11382*03	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
Demande de certificat d'immatriculation d'un véhicule	https://www.service-public.gouv.fr/particuliers/vosdroits/R13567		""
Déclaration de ressources et activité salariée (orphelin d'au moins 21 ans atteint d’un handicap qui demande une pension d’invalidité à la suite du décès d'un parent militaire) (Formulaire 17574*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R71923	17574*01	""
Demande de prise en charge du bilan de compétences (FPH)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72198		""
Éco-PTZ individuel : formulaire remplissable en ligne Emprunteur tous travaux éligibles	https://www.service-public.gouv.fr/particuliers/vosdroits/R72545		""
Éco-PTZ individuel et copropriété : formulaire remplissable en ligne Entreprise Assainissement	https://www.service-public.gouv.fr/particuliers/vosdroits/R72546		""
Éco-PTZ individuel et copropriété : formulaire remplissable en ligne Entreprise Performance globale (métropole)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72548		""
Éco-PTZ individuel et copropriété : formulaire remplissable en ligne Entreprise Performance globale (Dom)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72549		""
Éco-PTZ copropriété : formulaire papier Emprunteur tous travaux éligibles	https://www.service-public.gouv.fr/particuliers/vosdroits/R72550		""
Éco-PTZ copropriété : formulaire remplissable en ligne Emprunteur tous travaux éligibles	https://www.service-public.gouv.fr/particuliers/vosdroits/R72552		""
Éco-PTZ individuel et copropriété : formulaire remplissable en ligne Entreprise réalisation d'une ou plusieurs actions de rénovation énergétique (métropole)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72553		""
Éco-PTZ individuel et copropriété : formulaire remplissable en ligne Entreprise réalisation d'une ou plusieurs actions de rénovation énergétique (Dom)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72554		""
Demande de bulletin n°3 du casier judiciaire (Formulaire 10071*18)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72642	10071*18	""
Déclaration de capture accidentelle d'espadon ou de thon germon dans le cadre de la pêche de loisir en mer Méditerranée (Formulaire 17578*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R72747	17578*01	""
Demande d'avis de l'autorité organisatrice de l'accueil du jeune enfant (Formulaire 17579*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R73033	17579*01	""
Demande d'autorisation de création, d’extension, de transformation, de modification d’un établissement ou d’un service d’accueil du jeune enfant, et de demande de renouvellement et de modification du titulaire de l’autorisation (Formulaire 17580*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R73034	17580*01	""
Bordereau d’envoi des pièces n° 12 à 15 du formulaire de demande d'autorisation de création, d’extension ou de transformation d’un établissement ou d’un service d’accueil du jeune enfant (Formulaire 17581*01)	https://www.service-public.gouv.fr/particuliers/vosdroits/R73035	17581*01	""
Attestation de travaux d’amélioration de la performance énergétique pouvant donner lieu à une participation du locataire du parc privé	https://www.service-public.gouv.fr/particuliers/vosdroits/R73121		""
Attestation de travaux d’amélioration de la performance énergétique pouvant donner lieu à une participation du locataire du parc public	https://www.service-public.gouv.fr/particuliers/vosdroits/R73122		""
Déclaration 2025 des revenus 2024 (papier) (Formulaire 10330)	https://www.service-public.gouv.fr/particuliers/vosdroits/R1281	10330	""
Fonctionnaire de l'État, magistrat ou militaire décédé en activité - Demande de pension de réversion et de rente d’éducation ou handicap (Formulaire 12231*08)	https://www.service-public.gouv.fr/particuliers/vosdroits/R10692	12231*08	""
Formulaires administratifs (cerfas)	https://www.service-public.fr/particuliers/recherche?rubricFilter=serviceEnLigne&rubricTypeFilter=formulaire		""
Demande d'attestation d'accueil	https://www.service-public.gouv.fr/particuliers/vosdroits/R10751		""
Demande d'inscription sur les listes électorales	https://www.service-public.gouv.fr/particuliers/vosdroits/R16024		""
